title,speaker,url,month,year
How do daily habits lead to political violence?,Christiane-Marie Abu Sarah,/talks/christiane_marie_abu_sarah_how_do_daily_habits_lead_to_political_violence?language=en,Sep,2020
Can you solve the sorting hat riddle?,Dan Katz and Alex Rosenthal,/talks/dan_katz_and_alex_rosenthal_can_you_solve_the_sorting_hat_riddle?language=en,Sep,2020
Dignity isn't a privilege. It's a worker's right,Abigail Disney,/talks/abigail_disney_dignity_isn_t_a_privilege_it_s_a_worker_s_right?language=en,Sep,2020
6 tips for better sleep,Matt Walker,/talks/matt_walker_6_tips_for_better_sleep?language=en,Sep,2020
Why specializing early doesn't always mean career success,David Epstein,/talks/david_epstein_why_specializing_early_doesn_t_always_mean_career_success?language=en,Sep,2020
The fish that walk on land,Noah R. Bressman,/talks/noah_r_bressman_the_fish_that_walk_on_land?language=en,Aug,2020
"Nature, folklore and serendipitous photo collaborations",Riitta Ikonen and Karoline Hjorth,/talks/riitta_ikonen_and_karoline_hjorth_nature_folklore_and_serendipitous_photo_collaborations?language=en,Aug,2020
What Saturn's most mysterious moon could teach us about the origins of life ,"Elizabeth ""Zibi"" Turtle",/talks/elizabeth_zibi_turtle_what_saturn_s_most_mysterious_moon_could_teach_us_about_the_origins_of_life?language=en,Aug,2020
How to outsmart the Prisoner's Dilemma ,Lucas Husted,/talks/lucas_husted_how_to_outsmart_the_prisoner_s_dilemma?language=en,Aug,2020
How the US medical community fails Black mothers,Wanda Irving,/talks/wanda_irving_how_the_us_medical_community_fails_black_mothers?language=en,Aug,2020
What it means to be intersex,Susannah Temko,/talks/susannah_temko_what_it_means_to_be_intersex?language=en,Aug,2020
How much sleep do you really need?,Matt Walker,/talks/matt_walker_how_much_sleep_do_you_really_need?language=en,Aug,2020
Is the weather actually becoming more extreme?,R. Saravanan,/talks/r_saravanan_is_the_weather_actually_becoming_more_extreme?language=en,Aug,2020
The tyranny of merit,Michael Sandel,/talks/michael_sandel_the_tyranny_of_merit?language=en,Aug,2020
Evolution's great mystery: Language,Michael Corballis,/talks/michael_corballis_evolution_s_great_mystery_language?language=en,Aug,2020
How animals and plants are evolving in cities,Menno Schilthuizen,/talks/menno_schilthuizen_how_animals_and_plants_are_evolving_in_cities?language=en,Aug,2020
Why we must stop dancing to the sound of our own oppression,Madame Gandhi,/talks/madame_gandhi_why_we_must_stop_dancing_to_the_sound_of_our_own_oppression?language=en,Aug,2020
The rise of modern populism,Takis S. Pappas,/talks/takis_s_pappas_the_rise_of_modern_populism?language=en,Aug,2020
"Big data, small farms and a tale of two tomatoes",Erin Baumgartner,/talks/erin_baumgartner_big_data_small_farms_and_a_tale_of_two_tomatoes?language=en,Aug,2020
How sleep can improve your immunity,Matt Walker,/talks/matt_walker_how_sleep_can_improve_your_immunity?language=en,Aug,2020
Can the ocean run out of oxygen?,Kate Slabosky,/talks/kate_slabosky_can_the_ocean_run_out_of_oxygen?language=en,Aug,2020
How doctors can help fix the broken US asylum system,Joseph Shin,/talks/joseph_shin_how_doctors_can_help_fix_the_broken_us_asylum_system?language=en,Aug,2020
Art in the age of machine intelligence,Refik Anadol,/talks/refik_anadol_art_in_the_age_of_machine_intelligence?language=en,Aug,2020
What's that ringing in your ears?,Marc Fagelson,/talks/marc_fagelson_what_s_that_ringing_in_your_ears?language=en,Aug,2020
"Can we call it a ""world map"" if it's missing a billion people?",Rebecca Firth,/talks/rebecca_firth_can_we_call_it_a_world_map_if_it_s_missing_a_billion_people?language=en,Aug,2020
What to do when everything feels broken,Daniel Alexander Jones,/talks/daniel_alexander_jones_what_to_do_when_everything_feels_broken?language=en,Aug,2020
The last living members of an extinct species,Jan Stejskal,/talks/jan_stejskal_the_last_living_members_of_an_extinct_species?language=en,Aug,2020
Why rumors about vaccines spread — and how to rebuild trust,Heidi Larson,/talks/heidi_larson_why_rumors_about_vaccines_spread_and_how_to_rebuild_trust?language=en,Aug,2020
What silence can teach you about sound,Dallas Taylor,/talks/dallas_taylor_what_silence_can_teach_you_about_sound?language=en,Aug,2020
How sleep affects your emotions,Matt Walker,/talks/matt_walker_how_sleep_affects_your_emotions?language=en,Aug,2020
3 questions to ask yourself about US citizenship,Jose Antonio Vargas,/talks/jose_antonio_vargas_3_questions_to_ask_yourself_about_us_citizenship?language=en,Aug,2020
Can you solve the cheating royal riddle?,Dan Katz,/talks/dan_katz_can_you_solve_the_cheating_royal_riddle?language=en,Aug,2020
Can you outsmart the fallacy that fooled a generation of doctors?,Elizabeth Cox,/talks/elizabeth_cox_can_you_outsmart_the_fallacy_that_fooled_a_generation_of_doctors?language=en,Aug,2020
How to build a resilient future using ancient wisdom,Julia Watson,/talks/julia_watson_how_to_build_a_resilient_future_using_ancient_wisdom?language=en,Aug,2020
Let's scan the whole planet with LiDAR,Chris Fisher,/talks/chris_fisher_let_s_scan_the_whole_planet_with_lidar?language=en,Aug,2020
"The big-beaked, rock-munching fish that protect coral reefs",Mike Gil,/talks/mike_gil_the_big_beaked_rock_munching_fish_that_protect_coral_reefs?language=en,Aug,2020
The myth of Ireland's two greatest warriors,Iseult Gillespie,/talks/iseult_gillespie_the_myth_of_ireland_s_two_greatest_warriors?language=en,Aug,2020
Newton's three-body problem explained,Fabio Pacucci,/talks/fabio_pacucci_newton_s_three_body_problem_explained?language=en,Aug,2020
Can you solve the honeybee riddle?,Dan Finkel,/talks/dan_finkel_can_you_solve_the_honeybee_riddle?language=en,Aug,2020
Ethical dilemma: The burger murders,George Siedel and Christine Ladwig,/talks/george_siedel_and_christine_ladwig_ethical_dilemma_the_burger_murders?language=en,Aug,2020
No one can figure out how eels have sex,Lucy Cooke,/talks/lucy_cooke_no_one_can_figure_out_how_eels_have_sex?language=en,Aug,2020
What's the connection between sleep and Alzheimer's disease?,Matt Walker,/talks/matt_walker_what_s_the_connection_between_sleep_and_alzheimer_s_disease?language=en,Aug,2020
Hacking your memory — with sleep,Matt Walker,/talks/matt_walker_hacking_your_memory_with_sleep?language=en,Jul,2020
How do our brains process speech?,Gareth Gaskell,/talks/gareth_gaskell_how_do_our_brains_process_speech?language=en,Jul,2020
Give yourself permission to be creative,Ethan Hawke,/talks/ethan_hawke_give_yourself_permission_to_be_creative?language=en,Jul,2020
How caffeine and alcohol affect your sleep,Matt Walker,/talks/matt_walker_how_caffeine_and_alcohol_affect_your_sleep?language=en,Jul,2020
"The myth of Jason, Medea, and the Golden Fleece",Iseult Gillespie,/talks/iseult_gillespie_the_myth_of_jason_medea_and_the_golden_fleece?language=en,Jul,2020
5 needs that any COVID-19 response should meet,Kwame Owusu-Kesse,/talks/kwame_owusu_kesse_5_needs_that_any_covid_19_response_should_meet?language=en,Jul,2020
The rise and fall of the Celtic warriors,Philip Freeman,/talks/philip_freeman_the_rise_and_fall_of_the_celtic_warriors?language=en,Jul,2020
The fight for civil rights and freedom,John Lewis and Bryan Stevenson,/talks/john_lewis_and_bryan_stevenson_the_fight_for_civil_rights_and_freedom?language=en,Jul,2020
A call to end the media coverage mass shooters want ,Tom Teves,/talks/tom_teves_a_call_to_end_the_media_coverage_mass_shooters_want?language=en,Jul,2020
The Egyptian myth of the death of Osiris,Alex Gendler,/talks/alex_gendler_the_egyptian_myth_of_the_death_of_osiris?language=en,Jul,2020
What if you could help decide how the government spends public funds?,Shari Davis,/talks/shari_davis_what_if_you_could_help_decide_how_the_government_spends_public_funds?language=en,Jul,2020
Want a more just world? Be an unlikely ally,Nita Mosby Tyler,/talks/nita_mosby_tyler_want_a_more_just_world_be_an_unlikely_ally?language=en,Jul,2020
A walk through the stages of sleep,Matt Walker,/talks/matt_walker_a_walk_through_the_stages_of_sleep?language=en,Jul,2020
The race to decode a mysterious language,Susan Lupack,/talks/susan_lupack_the_race_to_decode_a_mysterious_language?language=en,Jul,2020
The invisible life hidden beneath Antarctica's ice,Ariel Waldman,/talks/ariel_waldman_the_invisible_life_hidden_beneath_antarctica_s_ice?language=en,Jul,2020
Why violence clusters in cities — and how to reduce it,Thomas Abt,/talks/thomas_abt_why_violence_clusters_in_cities_and_how_to_reduce_it?language=en,Jul,2020
What makes volcanoes erupt?,Steven Anderson,/talks/steven_anderson_what_makes_volcanoes_erupt?language=en,Jul,2020
What happens when biology becomes technology?,Christina Agapakis,/talks/christina_agapakis_what_happens_when_biology_becomes_technology?language=en,Jul,2020
Rethinking education and celebrating the Arabic language,Ahmad M. Hasnah,/talks/ahmad_m_hasnah_rethinking_education_and_celebrating_the_arabic_language?language=en,Jul,2020
What happened when the United States tried to ban alcohol ,Rod Phillips,/talks/rod_phillips_what_happened_when_the_united_states_tried_to_ban_alcohol?language=en,Jul,2020
"Every day you live, you impact the planet",Jane Goodall,/talks/jane_goodall_every_day_you_live_you_impact_the_planet?language=en,Jul,2020
"A friendly, autonomous robot that delivers your food",Ali Kashani,/talks/ali_kashani_a_friendly_autonomous_robot_that_delivers_your_food?language=en,Jul,2020
The tale of the boy who tricked the Devil,Iseult Gillespie,/talks/iseult_gillespie_the_tale_of_the_boy_who_tricked_the_devil?language=en,Jul,2020
The greatest mathematician that never lived,Pratik Aghor,/talks/pratik_aghor_the_greatest_mathematician_that_never_lived?language=en,Jul,2020
Africa is a sleeping giant — I'm trying to wake it up,Adeola Fayehun,/talks/adeola_fayehun_africa_is_a_sleeping_giant_i_m_trying_to_wake_it_up?language=en,Jul,2020
The last chief of the Comanches and the fall of an empire,Dustin Tahmahkera,/talks/dustin_tahmahkera_the_last_chief_of_the_comanches_and_the_fall_of_an_empire?language=en,Jul,2020
Can you solve the Ragnarok riddle?,Dan Finkel,/talks/dan_finkel_can_you_solve_the_ragnarok_riddle?language=en,Jul,2020
What do all languages have in common?,Cameron Morin,/talks/cameron_morin_what_do_all_languages_have_in_common?language=en,Jul,2020
Scenes from a Black trans life,D-L Stewart,/talks/d_l_stewart_scenes_from_a_black_trans_life?language=en,Jul,2020
Can beauty open our hearts to difficult conversations?,Titus Kaphar,/talks/titus_kaphar_can_beauty_open_our_hearts_to_difficult_conversations?language=en,Jul,2020
How the pandemic will shape the near future,Bill Gates,/talks/bill_gates_how_the_pandemic_will_shape_the_near_future?language=en,Jul,2020
The courage to live with radical uncertainty,Shekinah Elmore,/talks/shekinah_elmore_the_courage_to_live_with_radical_uncertainty?language=en,Jul,2020
What foods did your ancestors love?,Aparna Pallavi,/talks/aparna_pallavi_what_foods_did_your_ancestors_love?language=en,Jun,2020
Stop being a bystander in your own life,Tracy Edwards,/talks/tracy_edwards_stop_being_a_bystander_in_your_own_life?language=en,Jun,2020
"How women will lead us to freedom, justice and peace",H.E. Ellen Johnson Sirleaf,/talks/h_e_ellen_johnson_sirleaf_how_women_will_lead_us_to_freedom_justice_and_peace?language=en,Jun,2020
The beauty and complexity of finding common ground,Matt Trombley,/talks/matt_trombley_the_beauty_and_complexity_of_finding_common_ground?language=en,Jun,2020
How Dolly Parton led me to an epiphany,Jad Abumrad,/talks/jad_abumrad_how_dolly_parton_led_me_to_an_epiphany?language=en,Jun,2020
The new urgency of climate change,Al Gore,/talks/al_gore_the_new_urgency_of_climate_change?language=en,Jun,2020
First person vs. Second person vs. Third person,Rebekah Bergman,/talks/rebekah_bergman_first_person_vs_second_person_vs_third_person?language=en,Jun,2020
How to support and celebrate living artists,Swizz Beatz,/talks/swizz_beatz_how_to_support_and_celebrate_living_artists?language=en,Jun,2020
"The Factory | Think Like A Coder, Ep 9",Alex Rosenthal,/talks/alex_rosenthal_the_factory_think_like_a_coder_ep_9?language=en,Jun,2020
Why is colonialism (still) romanticized?,Farish Ahmad-Noor,/talks/farish_ahmad_noor_why_is_colonialism_still_romanticized?language=en,Jun,2020
A day in the life of a teenage samurai,Constantine N. Vaporis,/talks/constantine_n_vaporis_a_day_in_the_life_of_a_teenage_samurai?language=en,Jun,2020
How digital innovation can fight pandemics and strengthen democracy,Audrey Tang,/talks/audrey_tang_how_digital_innovation_can_fight_pandemics_and_strengthen_democracy?language=en,Jun,2020
The aesthetics of survival,Hari Nef,/talks/hari_nef_the_aesthetics_of_survival?language=en,Jun,2020
The necessity of normalizing queer love,Panti Bliss,/talks/panti_bliss_the_necessity_of_normalizing_queer_love?language=en,Jun,2020
The myths of gay adoption,Lynne Elvins,/talks/lynne_elvins_the_myths_of_gay_adoption?language=en,Jun,2020
"Why am I ""so gay?""",Thomas Lloyd,/talks/thomas_lloyd_why_am_i_so_gay?language=en,Jun,2020
A path to higher education and employment for refugees,Chrystina Russell,/talks/chrystina_russell_a_path_to_higher_education_and_employment_for_refugees?language=en,Jun,2020
How racial bias works — and how to disrupt it,Jennifer L. Eberhardt,/talks/jennifer_l_eberhardt_how_racial_bias_works_and_how_to_disrupt_it?language=en,Jun,2020
What yoga does to your body and brain,Krishna Sudhir,/talks/krishna_sudhir_what_yoga_does_to_your_body_and_brain?language=en,Jun,2020
The new science of personalized vaccines,Ofer Levy,/talks/ofer_levy_the_new_science_of_personalized_vaccines?language=en,Jun,2020
A dose of reality about generic drugs,Katherine Eban,/talks/katherine_eban_a_dose_of_reality_about_generic_drugs?language=en,Jun,2020
Can steroids save your life?,Anees Bahji,/talks/anees_bahji_can_steroids_save_your_life?language=en,Jun,2020
My secret to staying focused under pressure,Russell Wilson,/talks/russell_wilson_my_secret_to_staying_focused_under_pressure?language=en,Jun,2020
How fast can a vaccine be made?,Dan Kwartler,/talks/dan_kwartler_how_fast_can_a_vaccine_be_made?language=en,Jun,2020
3 secrets of resilient people,Lucy Hone,/talks/lucy_hone_3_secrets_of_resilient_people?language=en,Jun,2020
How drawing can set you free,Shantell Martin,/talks/shantell_martin_how_drawing_can_set_you_free?language=en,Jun,2020
What tech companies know about your kids,Veronica Barassi,/talks/veronica_barassi_what_tech_companies_know_about_your_kids?language=en,Jun,2020
Which voting system is the best?,Alex Gendler,/talks/alex_gendler_which_voting_system_is_the_best?language=en,Jun,2020
How to turn your dissatisfaction into action,Yvonne Aki-Sawyerr,/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action?language=en,Jun,2020
"The difference between being ""not racist"" and antiracist",Ibram X. Kendi,/talks/ibram_x_kendi_the_difference_between_being_not_racist_and_antiracist?language=en,Jun,2020
How flags unite (and divide) us,Michael Green,/talks/michael_green_how_flags_unite_and_divide_us?language=en,Jun,2020
What can DNA tests really tell us about our ancestry?,Prosanta Chakrabarty,/talks/prosanta_chakrabarty_what_can_dna_tests_really_tell_us_about_our_ancestry?language=en,Jun,2020
